Original Size;After White Spaces;After Numbers;After URLs;After Punctuation;After Javascript;After HTML
870;837;817;654;648;648;425
961;867;864;776;766;766;693
1585;1451;1441;1354;1263;1263;1163
475;462;452;452;441;441;222
1667;1608;1600;1535;1482;1482;1418
1769;1703;1684;1684;1621;1621;1547
6065;5409;5409;3119;3090;3090;1364
2571;2427;2419;2323;2290;2290;1763
5538;3535;3525;3358;3339;3339;1347
889;837;834;810;800;800;659
2621;2572;2569;2434;2395;2395;1992
2311;2191;2178;1971;1945;1945;1853
7655;7179;7167;7123;7081;7081;5237
4204;4118;4100;4100;4080;4080;4046
4660;4321;4308;4044;4025;4025;1308
2421;2296;2292;2187;2170;2170;1090
5078;4364;4354;3876;3863;3863;1004
4608;4521;4514;4440;4386;4386;3093
6904;6543;6524;6200;6110;6110;1053
900;853;853;795;783;783;635
3576;3423;3423;3213;3142;3142;1996
1487;1444;1434;1264;1249;1249;419
6907;6777;6755;6755;6724;6724;6660
1761;1670;1648;1235;1196;1196;843
430;415;397;341;327;327;263
4632;4454;4432;4286;4249;4249;1238
4476;4376;4353;4005;3956;3956;1662
16969;16401;16185;16066;15483;15483;15364
3698;3576;3540;3441;3401;3401;2390
4364;4116;4101;4010;3972;3972;1746
1323;1273;1247;1150;1119;1119;963
19563;19193;19172;19172;19130;19130;19066
3428;3353;3332;3332;3299;3299;3235
3898;3673;3622;3571;3475;3475;3360
16540;16010;15782;15782;15264;15264;15198
3231;3057;3022;2892;2755;2755;1539
2258;2171;2149;2149;2115;2115;2051
4573;4462;4429;4081;4031;4031;1737
3428;3353;3332;3332;3299;3299;3235
3525;3319;3293;3148;3107;3107;1394
3512;3337;3321;3115;3039;3039;1863
1770;1644;1607;1567;1542;1542;1478
1492;1360;1351;1264;1173;1173;1109
1500;1368;1359;1272;1183;1183;1119
2710;2580;2559;2398;2375;2375;1072
4145;4073;4050;4050;3996;3996;3894
2936;2827;2818;2719;2690;2690;963
3595;3471;3449;3449;3417;3417;3353
4482;4372;4349;4001;3951;3951;1657
1410;1370;1337;1294;1268;1268;875
1005;966;945;739;722;722;499
1885;1792;1768;1066;1039;1039;499
4395;4145;4130;4039;3998;3998;1772
2044;1959;1932;1932;1902;1902;1838
4605;4468;4434;4343;4304;4304;2507
2378;2206;2184;1977;1948;1948;1884
2991;2876;2863;2764;2732;2732;945
4626;4533;4500;4152;4077;4077;1783
2451;2354;2345;2043;2020;2020;527
3714;3594;3559;3460;3424;3424;2413
4774;4517;4482;4391;4340;4340;2074
3323;3134;3098;2953;2921;2921;1208
3330;3143;3107;2962;2930;2930;1217
818;744;722;722;702;702;590
1636;1569;1544;1473;1439;1439;1375
938;843;830;742;732;732;698
7410;6829;6794;6725;6652;6652;4499
1775;1685;1676;974;950;950;448
35681;34771;34758;34381;34125;34125;26085
3277;3153;3150;2911;2857;2857;2003
3778;3614;3600;3336;3297;3297;2249
6056;5119;5119;3647;3598;3598;1397
1584;1529;1519;1471;1337;1337;1189
1538;1452;1430;1118;1084;1084;495
1546;1460;1438;1126;1092;1092;503
2327;2098;2076;1749;1714;1714;1098
1262;1196;1183;1183;1159;1159;1125
1488;1446;1439;1232;1214;1214;623
1651;1552;1503;1394;1382;1382;1281
4856;4423;4410;4189;4055;4055;1086
3166;2696;2696;2583;2539;2539;1167
28111;24642;24593;24424;24352;24352;15345
5930;5818;5789;5739;5697;5697;4749
907;866;857;805;787;787;714
1695;1505;1505;1164;1146;1146;521
776;734;716;716;701;701;667
2310;2222;2173;2080;2053;2053;1433
2310;2222;2173;2080;2053;2053;1433
2441;2327;2305;2305;2274;2274;2210
1006;904;882;882;850;850;786
4304;4150;4110;3956;3919;3919;2513
2937;2879;2859;2859;2818;2818;2714
2394;2266;2243;1863;1827;1827;1509
2365;2263;2235;2069;2047;2047;1420
2453;2340;2315;2276;2248;2248;1436
2005;1945;1919;1838;1799;1799;1555
18461;17818;17678;17678;17031;17031;16967
2784;2644;2623;2623;2591;2591;2527
2608;2522;2506;2432;2365;2365;2301
17450;17117;17095;17095;17063;17063;16999
3937;3759;3750;3198;3162;3162;2133
3998;3848;3808;3674;3630;3630;3126
5386;4884;4852;4647;4505;4505;1273
7387;7090;7063;6925;6853;6853;3551
26995;19690;19654;19261;19213;19213;3494
4008;3786;3764;3644;3588;3588;1271
2305;2218;2168;2071;2043;2043;1427
2376;2248;2224;1844;1808;1808;1490
2441;2315;2283;2076;2043;2043;1941
2340;2217;2194;1987;1958;1958;1894
2362;2265;2236;2070;2048;2048;1421
22205;21384;20976;20976;20515;20515;20082
2900;2782;2761;2701;2487;2487;2453
4595;4286;4283;3960;3885;3885;2414
4856;4423;4410;4189;4055;4055;1086
1872;1830;1820;1713;1641;1641;1454
2727;2656;2646;2379;2357;2357;791
29661;22299;22277;21923;21859;21859;3725
833;792;775;684;673;673;639
28428;24841;24808;17997;17754;17754;8608
1460;1329;1329;1242;1156;1156;1073
5930;5818;5789;5739;5697;5697;4749
25645;23866;23747;19437;19253;19253;11633
5995;5880;5867;5867;5845;5845;5811
11779;10812;10790;10690;10636;10636;3585
8097;5834;5824;5729;5714;5714;1168
4856;4423;4410;4189;4055;4055;1086
5317;4976;4962;4262;4214;4214;2011
951;908;877;842;818;818;754
1036;986;952;901;872;872;800
6295;5832;5819;5681;5627;5627;3781
7495;7248;7150;7119;7043;7043;6948
2312;2140;2110;1942;1926;1926;670
8562;8314;8272;8226;8141;8141;3709
1052;970;967;798;786;786;469
4678;4498;4457;4311;4272;4272;1261
765;726;705;670;656;656;622
1419;1354;1344;1292;1281;1281;531
834;755;742;646;637;637;603
2520;2435;2388;2056;2034;2034;1497
2520;2435;2388;2056;2034;2034;1497
2325;2244;2207;1875;1863;1863;1356
7129;6361;6340;4629;4562;4562;1390
1455;1380;1350;1277;1254;1254;1190
2706;2595;2569;2569;2518;2518;2452
5552;4820;4793;4591;4573;4573;1154
1188;1073;1044;891;875;875;600
2706;2595;2569;2569;2518;2518;2452
2932;2842;2800;2668;2647;2647;1124
2932;2842;2800;2668;2647;2647;1124
2421;2337;2302;1970;1948;1948;1411
24879;18243;18204;17118;17023;17023;4520
2038;1943;1916;1743;1720;1720;982
1867;1775;1755;1053;1026;1026;486
2432;2349;2329;2278;2249;2249;2185
1224;1144;1118;1045;966;966;902
3635;3531;3521;3389;3326;3326;1061
5331;4985;4965;4253;4207;4207;2011
6056;5119;5119;3647;3598;3598;1397
1445;1391;1391;1334;1316;1316;515
1354;1298;1284;1233;1181;1181;1090
9925;9614;9609;7934;7702;7702;3553
5219;5027;5014;4911;4870;4870;2017
1430;1390;1386;1291;1273;1273;822
602;582;572;513;504;504;340
7731;7367;7354;7168;7154;7154;1389
482;467;457;457;446;446;227
5071;4831;4827;4664;4635;4635;1665
13290;11451;11433;11334;11265;11265;3716
2518;2411;2395;2395;2355;2355;2319
2479;2403;2398;2376;2324;2324;2256
4571;4359;4351;4351;3936;3936;2844
4023;3909;3902;3773;3694;3694;1391
1106;1057;1057;1000;988;988;378
2911;2841;2828;2731;2654;2654;2053
2523;2372;2352;2352;2307;2307;2205
4467;3508;3464;3210;3166;3166;1645
2171;2108;2098;1968;1949;1949;1885
2094;1943;1909;1867;1824;1824;1760
3986;3831;3790;3656;3611;3611;3107
14513;12669;12659;12076;12035;12035;4992
6497;6002;5995;5829;5722;5722;2437
3113;3034;3011;2202;2193;2193;323
1307;1267;1261;1203;1078;1078;1000
6447;5479;5445;5021;4978;4978;2839
12748;11962;11829;11829;10871;10871;10798
2105;2058;2025;1915;1891;1891;746
6362;5442;5427;5427;4589;4589;4506
2212;1960;1943;1894;1863;1863;1790
1654;1519;1483;1404;1310;1310;1205
1661;1381;1349;1281;1251;1251;1187
1501;1436;1413;1413;1379;1379;1277
1242;1158;1142;1022;1003;1003;939
7526;7386;7363;7363;7332;7332;7268
3146;3001;2974;2850;2822;2822;2215
2196;2146;2119;2009;1981;1981;873
3047;2907;2879;2879;2849;2849;2785
2696;2586;2570;2570;2519;2519;2453
15023;13657;13631;12678;12589;12589;6517
3301;3156;3122;3122;3100;3100;1378
1236;1157;1138;1073;1050;1050;986
1609;1556;1532;1437;1410;1410;923
2481;2356;2342;2240;2223;2223;1012
15785;14320;14265;13773;13671;13671;4711
1540;1407;1387;1308;1217;1217;1093
1563;1518;1515;1386;1354;1354;1281
15879;13966;13966;13341;13296;13296;5463
4412;4307;4283;3874;3827;3827;1671
815;739;726;630;619;619;585
2888;2796;2790;2790;2744;2744;2708
4357;4188;4188;4077;4029;4029;1258
2930;2636;2633;2535;2524;2524;1059
1423;1328;1305;1305;1273;1273;1209
2857;2714;2705;2592;2558;2558;2494
3745;3659;3645;3470;3430;3430;2972
1300;1245;1216;1216;1195;1195;1135
3245;2948;2938;2675;2659;2659;1060
14051;13382;13134;13134;12740;12740;12676
1866;1718;1711;1603;1567;1567;1477
2916;2812;2783;2646;2616;2616;1570
1958;1900;1873;1792;1744;1744;1511
5303;4747;4718;4456;4424;4424;1544
3180;2864;2841;2739;2723;2723;1198
995;923;903;884;815;815;751
2201;2151;2119;2009;1981;1981;873
14189;13511;13253;13253;12851;12851;12749
3038;2845;2805;2697;2650;2650;2586
2015;1891;1868;1824;1798;1798;1734
5281;5001;4968;4275;4235;4235;1367
1546;1490;1480;1432;1299;1299;1151
2107;2067;2038;1931;1907;1907;1308
5650;4696;4693;4004;3974;3974;790
4276;4111;4091;3980;3942;3942;1148
2064;1956;1936;1805;1778;1778;1714
3469;3144;3124;2861;2835;2835;1206
509;483;473;473;455;455;389
3296;3179;3147;2942;2901;2901;1564
7041;6725;6631;6235;5399;5399;4568
2981;2888;2865;2865;2828;2828;2764
2956;2846;2809;2524;2486;2486;1569
1463;1376;1346;1273;1251;1251;1187
1329;1216;1203;1203;1182;1182;1118
3107;2858;2831;2462;2437;2437;928
2981;2888;2865;2865;2828;2828;2764
1158;1059;1036;948;928;928;864
1638;1578;1548;1500;1364;1364;1300
3141;2892;2865;2496;2468;2468;959
1148;1049;1026;938;918;918;854
1492;1405;1405;1233;1211;1211;1163
2685;2525;2510;2269;2241;2241;1411
3453;3134;3114;2851;2823;2823;1194
1387;1306;1286;1212;1191;1191;1127
4542;3858;3831;3677;3642;3642;1613
14886;12440;12404;12404;12114;12114;6231
3999;3844;3804;3670;3625;3625;3121
4538;3855;3828;3674;3638;3638;1609
1425;1323;1303;1171;1103;1103;1039
2635;2461;2437;2331;2312;2312;1099
3296;3176;3143;2938;2897;2897;1560
3120;2871;2844;2475;2449;2449;940
4271;4155;4129;4004;3966;3966;825
2019;1982;1972;1865;1841;1841;1244
1096;1054;1044;969;948;948;503
2739;2672;2633;2348;2317;2317;1420
2927;2682;2665;2296;2281;2281;802
966;871;853;765;757;757;723
1881;1806;1780;1704;1694;1694;1107
1642;1519;1509;1473;1459;1459;1425
1111;1048;1042;912;900;900;866
1094;1054;1044;969;948;948;503
1215;1137;1137;997;964;964;890
15434;15162;15138;14281;14252;14252;1247
1521;1438;1410;1278;1250;1250;1141
1640;1519;1509;1473;1459;1459;1425
1475;1414;1414;1395;1351;1351;1268
1799;1735;1722;1669;1641;1641;1607
1643;1600;1600;1453;1386;1386;984
6138;5762;5674;5674;5526;5526;5453
1164;1113;1113;1087;1004;1004;923
1412;1297;1278;1278;1266;1266;1232
1011;917;914;826;816;816;743
4063;3960;3960;3721;3648;3648;2515
6050;5654;5651;5515;5456;5456;3715
2215;2091;2084;2084;2046;2046;1952
7424;6750;6674;6341;6308;6308;2144
2107;2023;2020;1877;1841;1841;1768
1072;988;985;821;811;811;463
1149;1097;1077;1058;1037;1037;1003
7687;7003;6931;6617;6550;6550;2354
1755;1634;1634;1598;1577;1577;1429
3326;3206;3191;3089;3037;3037;2964
3073;2975;2959;2754;2722;2722;1415
2193;1967;1957;1879;1849;1849;1722
1050;996;990;864;855;855;821
29525;27203;26994;26970;26848;26848;5036
3236;2965;2955;2652;2632;2632;1101
3834;3746;3732;3557;3514;3514;2978
3766;3619;3613;3483;3215;3215;3138
3414;3288;3273;3172;3122;3122;3049
836;758;758;683;661;661;576
989;959;949;729;724;724;205
6819;6509;6435;6039;5213;5213;4448
15173;14341;14133;14133;13937;13937;13864
1473;1420;1420;1372;1240;1240;1086
3499;3171;3158;2585;2569;2569;983
4287;2918;2904;2724;2702;2702;1338
1441;1310;1310;1238;1153;1153;1067
1241;1131;1131;1053;1022;1022;553
4218;2850;2836;2656;2639;2639;1325
1454;1323;1323;1251;1162;1162;1076
10670;10519;10519;10441;10431;10431;10396
4228;4116;4110;3763;3677;3677;2585
20584;20238;20225;20225;20205;20205;20171
874;836;836;755;719;719;605
3093;2886;2869;2819;2803;2803;957
4087;3975;3959;3834;3806;3806;695
4542;3858;3831;3677;3642;3642;1613
4622;4282;4248;4097;4076;4076;1192
2248;2132;2109;2109;2078;2078;2014
1301;1192;1162;1013;997;997;614
5311;3833;3729;3729;3667;3667;3603
2167;2080;2057;1914;1874;1874;1810
2957;2886;2829;2544;2503;2503;1569
1415;1312;1296;1168;1145;1145;1081
4601;4424;4386;4240;4206;4206;1233
6874;5748;5711;5427;5396;5396;1456
5866;4539;4529;4366;4338;4338;1598
2452;2354;2334;2076;2044;2044;1688
1244;1153;1140;997;986;986;559
3212;2989;2969;2919;2898;2898;1024
452;427;427;427;417;417;381
13639;11086;11050;10770;10695;10695;6543
990;912;912;756;746;746;396
18349;17601;17503;17470;16796;16796;14291
2601;2417;2417;2219;2196;2196;1079
4424;3671;3668;3477;3458;3458;1001
5930;5818;5789;5739;5697;5697;4749
1652;1592;1562;1514;1378;1378;1314
13191;12130;12000;11958;10868;10868;10804
2304;2215;2209;2087;1979;1979;1427
4104;3839;3829;3567;3540;3540;1326
2241;2154;2114;2007;1964;1964;1348
5942;4616;4596;4419;4387;4387;1656
1339;1284;1274;1143;1120;1120;1056
2571;2511;2483;2483;2453;2453;2389
4406;4241;4210;4076;4003;4003;3452
1583;1510;1486;1106;1082;1082;1018
2487;2428;2405;2405;2370;2370;2306
2326;2270;2257;2257;2235;2235;2201
4115;3922;3908;2918;2817;2817;746
1287;1159;1159;1075;995;995;961
4218;2850;2836;2656;2639;2639;1325
1209;1156;1146;778;693;693;589
1682;1622;1592;1544;1408;1408;1344
4654;3270;3266;3074;3048;3048;1575
5790;4714;4661;3432;3398;3398;1427
2918;2817;2817;2817;2786;2786;2722
6002;5427;5421;3499;3473;3473;1299
4993;4552;4539;4097;4059;4059;1508
869;842;832;832;812;812;746
1338;1284;1284;1161;1050;1050;957
969;927;920;829;812;812;717
6041;5645;5642;5506;5450;5450;3710
18761;17872;17862;17819;17775;17775;7127
12264;8717;8695;8109;7930;7930;2969
3072;2974;2958;2753;2722;2722;1415
7132;6599;6557;6557;6262;6262;6187
7835;7066;7047;6139;6093;6093;1749
4546;4429;4406;4235;4186;4186;1238
39301;38311;38302;37648;37604;37604;34816
12225;11681;11634;7691;7608;7608;2620
11496;10953;10922;10887;10317;10317;10235
20288;18894;18721;18689;18346;18346;15539
2234;2187;2187;1817;1797;1797;1374
2427;2376;2366;2010;1981;1981;1528
9303;7090;7070;6963;6920;6920;1468
11148;9584;9540;9540;9523;9523;9459
1658;1574;1524;1524;1499;1499;1435
1504;1372;1362;1278;1187;1187;1123
4278;4119;4099;4099;4053;4053;3933
4098;3989;3969;3769;3695;3695;1574
3662;3047;3047;2931;2915;2915;1033
351;340;340;340;328;328;235
4294;4129;4126;4126;4081;4081;3961
18761;17872;17862;17819;17775;17775;7127
2952;2845;2835;2736;2707;2707;980
3662;3047;3047;2931;2915;2915;1033
1912;1859;1853;1674;1637;1637;1229
18039;13146;13016;12674;12621;12621;4579
4225;1428;1417;1119;1103;1103;609
13153;12601;12482;12482;11892;11892;11762
8684;8533;8471;8471;8412;8412;3583
9088;8167;8127;7288;7249;7249;3102
7897;6271;6248;6134;6071;6071;4790
7897;6271;6248;6134;6071;6071;4790
2214;2153;2114;2007;1968;1968;1352
7887;6266;6243;6129;6066;6066;4785
2422;2325;2315;2013;1997;1997;504
7086;5664;5646;4996;4926;4926;3122
3018;2692;2686;2587;2559;2559;848
3958;3813;3776;3475;3421;3421;1799
7297;6718;6691;6622;6554;6554;4448
1534;1475;1444;1364;1335;1335;1118
6842;6143;6090;5837;5716;5716;1312
2196;2152;2122;2015;1968;1968;1357
4747;3940;3917;3683;3645;3645;1095
1534;1475;1444;1364;1335;1335;1118
5365;5011;5001;4576;4538;4538;2946
1653;1574;1530;1530;1505;1505;1441
1512;1460;1437;1380;1350;1350;943
1477;1345;1335;1251;1161;1161;1097
2927;2376;2317;2317;2225;2225;2161
2315;2229;2179;2072;2045;2045;1429
3557;3421;3388;3183;3128;3128;1791
3557;3421;3388;3183;3128;3128;1791
2314;2197;2174;2174;2142;2142;2078
501;444;434;374;351;351;249
3051;2984;2970;2970;2936;2936;1865
7309;6730;6703;6634;6567;6567;4461
3968;3823;3786;3485;3430;3430;1808
1569;1510;1490;1448;1313;1313;1249
10775;8867;8859;8743;8672;8672;2233
12040;9858;9730;9679;9625;9625;2254
1531;1434;1416;1291;1282;1282;585
5918;5729;5726;5623;5533;5533;2633
10008;9808;9751;8977;8887;8887;6463
2981;2928;2928;2928;2892;2892;2794
3052;3007;2994;2719;2693;2693;1433
470;458;458;439;424;424;333
1352;1332;1323;1191;1166;1166;1110
342;333;323;304;295;295;234
1109;1036;1033;928;916;916;473
4616;3318;3309;3207;3184;3184;1212
4009;3847;3822;3764;3730;3730;1612
7904;7536;7480;7439;7390;7390;5755
2307;2176;2153;2153;2121;2121;2057
728;667;635;611;594;594;530
11934;9755;9617;9566;9503;9503;2114
3699;3547;3524;3524;3492;3492;3428
875;813;796;772;753;753;650
2591;2434;2419;2156;2134;2134;1343
2585;2428;2413;2150;2128;2128;1337
1171;1142;1088;941;914;914;734
5699;4714;4686;4500;4458;4458;1328
13647;8842;8798;8521;8470;8470;5222
10673;10471;10438;10438;10385;10385;2328
28960;27818;27616;27484;27200;27200;6997
14622;10061;10017;9733;9680;9680;6059
792;723;696;672;653;653;589
11839;9662;9534;9483;9425;9425;2073
3834;3535;3472;3472;3419;3419;3316
2080;1971;1941;1864;1836;1836;1010
1584;1495;1476;1376;1350;1350;1285
7403;6822;6785;6716;6647;6647;4502
1212;1173;1150;1150;1120;1120;1055
1170;1132;1109;1109;1077;1077;1012
2346;2224;2191;1990;1961;1961;1896
3542;3425;3389;3215;3171;3171;1723
5972;4648;4628;4454;4422;4422;1690
4542;4341;4315;4186;4147;4147;2434
15785;14320;14265;13773;13671;13671;4711
2576;2477;2451;2264;2229;2229;1281
2425;2302;2269;2068;2035;2035;1933
7893;6271;6248;6134;6071;6071;4790
7872;6249;6226;6112;6049;6049;4768
6568;6340;6295;6295;6244;6244;4211
4536;4343;4317;4186;4150;4150;2433
7893;6271;6248;6134;6071;6071;4790
3297;3177;3144;2939;2898;2898;1561
2200;2150;2112;1998;1971;1971;863
914;796;773;727;706;706;642
3577;3447;3415;3210;3165;3165;1828
6077;5516;5456;4847;4819;4819;1225
3514;3439;3416;3416;3381;3381;3317
1736;1689;1666;1666;1634;1634;1570
1425;1294;1284;1200;1112;1112;1048
2294;2173;2150;1949;1921;1921;1857
1264;1223;1200;1141;1115;1115;1051
1160;1070;1040;979;959;959;895
1698;1632;1602;1550;1414;1414;1350
1692;1626;1596;1544;1408;1408;1344
4484;3885;3862;3830;3798;3798;1292
4484;3885;3862;3830;3798;3798;1292
2208;2158;2114;2000;1973;1973;865
1061;978;958;897;878;878;814
1164;1065;1042;954;937;937;873
4527;4336;4310;4181;4145;4145;2432
1659;1524;1494;1410;1315;1315;1206
4530;4339;4313;4184;4145;4145;2432
1659;1524;1494;1410;1315;1315;1206
16775;16085;15820;15820;15443;15443;15344
4307;4170;4145;3870;3836;3836;1362
911;890;844;661;646;646;396
10914;10574;10533;10228;10053;10053;4770
10408;10061;9981;9701;9595;9595;7259
2315;2227;2177;2080;2053;2053;1433
1801;1619;1599;1188;1171;1171;781
2931;2850;2830;2312;2290;2290;973
2043;1991;1968;1968;1936;1936;1872
7626;6662;6598;5986;5929;5929;4344
803;773;763;628;609;609;459
2490;2404;2384;2333;2299;2299;2235
3931;3848;3825;3825;3796;3796;3732
1017;991;916;849;833;833;532
8682;8531;8474;8474;8417;8417;3592
1274;1232;1180;949;933;933;488
4802;4682;4642;4295;4234;4234;1773
1469;1337;1327;1243;1154;1154;1090
10867;10175;10146;10088;10057;10057;2462
5605;5406;5362;5143;5020;5020;4849
1146;1043;1013;846;831;831;439
4571;4378;4352;4221;4180;4180;2463
1172;1089;1055;997;977;977;893
3580;2943;2923;2707;2681;2681;1144
10756;9210;9166;9166;9149;9149;9085
6040;5485;5425;4830;4803;4803;1218
2196;2135;2096;1999;1964;1964;1344
2412;2100;2090;2090;2049;2049;1943
10756;9210;9166;9166;9149;9149;9085
2590;2434;2407;2283;2262;2262;1911
2553;2444;2399;2311;2283;2283;2219
3079;3010;2987;2987;2955;2955;2891
3353;3280;3257;3257;3225;3225;3161
5263;5139;5031;5031;4983;4983;4881
1130;1056;1033;852;836;836;542
1039;980;954;916;898;898;834
1130;1056;1033;852;836;836;542
745;665;651;582;559;559;458
4813;4690;4650;4303;4241;4241;1780
6140;5930;5906;5765;5662;5662;3482
1484;1442;1407;1315;1293;1293;936
6994;6794;6757;5138;5091;5091;1430
2030;1978;1945;1945;1915;1915;1852
2004;1850;1820;1768;1721;1721;1658
993;914;890;790;766;766;703
1133;1034;1011;923;903;903;840
1154;1069;1046;1046;1016;1016;953
1978;1817;1787;1735;1689;1689;1626
2065;2024;2004;1907;1879;1879;1307
3975;3846;3812;3628;3587;3587;2494
919;838;824;758;733;733;633
2738;2574;2545;2332;2305;2305;1484
1184;1140;1113;1038;1014;1014;951
2505;2345;2332;2209;2171;2171;2108
2197;2136;2097;2000;1966;1966;1348
4451;3469;3449;3294;3267;3267;1251
3348;3137;3114;2923;2886;2886;1530
6261;5705;5635;4964;4936;4936;1292
790;713;699;623;601;601;500
1052;1005;978;887;865;865;801
1382;1290;1280;965;942;942;838
5223;4510;4484;4326;4284;4284;1741
4070;3913;3883;3490;3440;3440;2183
2794;2628;2603;2390;2361;2361;1537
1266;1146;1123;1123;1090;1090;1026
7253;7121;7111;7049;7005;7005;6925
5776;5663;5647;5578;5539;5539;5439
5917;5802;5786;5712;5675;5675;5601
16384;16004;15987;15291;15211;15211;15147
6911;6727;6717;6402;6361;6361;6283
9545;9369;9354;9239;9187;9187;9095
12055;11768;11752;11631;11571;11571;11475
12077;11789;11773;11652;11592;11592;11496
7086;6933;6907;6829;6782;6782;6702
9280;9088;9072;9044;9004;9004;8926
6162;5998;5985;5985;5938;5938;5882
6756;6642;6632;6632;6593;6593;6509
13232;12932;12896;12047;11997;11997;11923
13248;12948;12912;12063;12013;12013;11939
13302;13001;12965;12116;12066;12066;11992
11879;11653;11637;11166;11109;11109;11032
7958;7764;7754;7637;7586;7586;7502
12779;12489;12479;12235;12103;12103;12023
5783;5668;5658;5658;5615;5615;5521
9452;9278;9263;9148;9096;9096;9012
7749;7535;7525;7461;7417;7417;7317
9218;9047;9032;8917;8869;8869;8781
11903;11623;11613;10687;10651;10651;10567
13452;13182;13159;13024;12971;12971;12817
18676;18295;18164;17331;16949;16949;16863
13224;12924;12888;12039;11989;11989;11915
13264;12964;12928;12079;12029;12029;11955
11476;11212;11189;10988;10941;10941;10857
8440;8252;8242;8242;8059;8059;7977
22407;21641;21503;15361;15204;15204;6373
9258;9087;9061;8829;8791;8791;8701
24683;23854;23646;23646;23115;23115;18018
9053;8766;8733;8687;8621;8621;8533
8452;8264;8254;8254;8069;8069;7987
10181;9859;9859;9738;9686;9686;7477
16960;16606;16596;15563;15494;15494;15407
19082;14791;14656;14013;13905;13905;5948
19082;14791;14656;14013;13906;13906;5949
9448;9185;9062;8912;8687;8687;6847
10447;10199;10161;10161;10055;10055;9989
7830;7678;7661;7570;7537;7537;7459
9058;8809;8799;8715;8606;8606;8522
6220;6086;6060;5892;5842;5842;5766
9037;8851;8832;8745;8705;8705;8627
7719;7573;7563;7534;7494;7494;7394
19107;18722;18698;17731;17659;17659;17570
11981;11711;11688;11487;11433;11433;11353
5897;5775;5765;5695;5658;5658;5576
5602;5449;5418;5304;5280;5280;5214
6554;6416;6390;6222;6173;6173;6083
6528;6391;6365;6197;6148;6148;6058
12776;12519;12473;11906;11862;11862;11778
9206;9006;8978;8915;8875;8875;8791
10869;10649;10629;10629;10584;10584;10506
6656;6514;6488;6320;6272;6272;6198
15195;14875;14859;13305;13213;13213;13125
15195;14875;14859;13305;13213;13213;13125
46950;44881;44491;44491;43450;43450;33361
46950;44881;44491;44491;43450;43450;33361
16596;16259;16211;16211;16139;16139;16057
8072;7919;7906;7847;7812;7812;7734
8912;8630;8544;8471;8185;8185;7261
12230;11948;11913;11695;11649;11649;11567
12246;11964;11929;11711;11666;11666;11584
53841;51529;51032;51032;49536;49536;39573
7092;6943;6926;6776;6743;6743;6665
53755;51454;50957;50957;49461;49461;39495
11957;11677;11642;11435;11397;11397;11319
11977;11707;11684;11483;11430;11430;11350
6601;6446;6423;6282;6241;6241;6165
7126;6976;6966;6873;6822;6822;6734
9216;9022;9012;8718;8666;8666;8591
8243;8044;8018;7877;7801;7801;7721
8203;8004;7978;7837;7759;7759;7679
7586;7433;7423;7371;7219;7219;7111
20498;19954;19781;19465;19384;19384;19292
11549;11333;11317;11119;10795;10795;10735
13637;13358;13336;12809;12749;12749;12685
6649;6489;6469;6408;6369;6369;6277
16771;16380;16352;16352;16286;16286;16202
6419;6271;6257;6183;6101;6101;6019
7200;7067;7047;6901;6866;6866;6768
8348;8174;8156;8070;8020;8020;7936
13832;13539;13525;12853;12788;12788;12703
18294;17920;17910;16616;16543;16543;16479
9115;8959;8949;8696;8663;8663;8583
12230;11948;11913;11695;11648;11648;11566
12222;11940;11905;11687;11642;11642;11560
16325;15865;15826;15728;14914;14914;14840
8133;7994;7984;7834;7793;7793;7713
13153;12845;12825;11788;11613;11613;11529
12455;12131;12111;11714;11648;11648;11552
7278;7119;7105;7069;7029;7029;6947
10023;9805;9785;9330;9291;9291;9245
78051;74549;74175;74175;73316;73316;57022
9434;9219;9203;9075;8965;8965;8887
11106;10846;10833;10754;10686;10686;10592
11021;10762;10749;10670;10607;10607;10529
11037;10778;10765;10686;10622;10622;10544
12401;12052;12018;11858;11796;11796;11692
17593;17160;17146;17071;17010;17010;16932
46071;44919;44485;44485;43856;43856;34387
9371;9146;9124;9100;9063;9063;8979
12087;11857;11844;11701;11634;11634;11556
7521;7391;7381;7250;7208;7208;7136
10598;10366;10356;10168;9886;9886;9804
10297;10074;10064;9888;9594;9594;9506
9981;9764;9744;9289;9250;9250;9204
22904;22038;22008;14112;13926;13926;4015
16601;16263;16215;16215;16141;16141;16059
6572;6449;6432;6325;6284;6284;6212
8556;8400;8386;8312;8270;8270;8174
22058;18548;18535;17889;17809;17809;3760
15159;14840;14824;13270;13178;13178;13092
16557;16219;16171;16171;16097;16097;16015
13646;13344;13328;12907;12852;12852;12770
13609;13307;13291;12870;12819;12819;12737
8081;7889;7876;7876;7835;7835;7734
9302;9110;9091;9004;8964;8964;8886
18571;18139;18125;18022;17756;17756;17628
17818;17394;17370;17239;16978;16978;16850
16601;16263;16215;16215;16141;16141;16059
14329;14072;14059;13314;13277;13277;13183
15998;15628;15603;15603;15524;15524;15444
7468;7326;7309;7156;7118;7118;7040
19380;18897;18797;18682;17819;17819;17737
17599;17250;17217;17013;16947;16947;16865
5752;5635;5625;5591;5553;5553;5471
10547;10301;10288;10153;10097;10097;10019
7062;6890;6877;6782;6745;6745;6663
39091;37612;37137;37137;36699;36699;30830
49532;47308;46909;46909;46305;46305;28631
12579;12382;12364;12364;12326;12326;12274
