Original Size;After White Spaces;After Numbers;After URLs;After Punctuation;After Javascript;After HTML
1653;1602;1575;1472;1451;1451;1254
2813;2707;2680;2586;2565;2565;970
7267;7128;7111;7034;6993;6993;6901
9666;9472;9450;9276;9229;9229;9151
36451;31467;31453;27040;26697;26697;6254
15083;14780;14761;14728;14646;14646;14566
10054;9858;9845;9745;9709;9709;9611
763;709;693;649;636;636;567
810;774;754;627;615;615;424
808;746;726;647;634;634;565
1427;1359;1335;1217;1198;1198;1129
10362;8883;8853;8663;8554;8554;3038
4894;4691;4655;4593;4513;4513;4406
4897;4694;4658;4596;4516;4516;4409
12728;11429;11381;9730;9606;9606;6083
1595;1536;1516;1444;1312;1312;1243
6819;6352;6334;5914;5669;5669;3802
1608;1549;1529;1457;1326;1326;1257
3693;3288;3249;2641;2622;2392;1117
5736;5628;5618;5557;5518;5518;5426
23951;22130;22038;19926;19768;19768;14594
14781;14492;14482;14333;14269;14269;14187
9060;8872;8855;8681;8635;8635;8557
15288;14976;14963;14777;14723;14723;14545
16058;15644;15631;15276;15229;15229;15143
9785;9549;9533;9533;9467;9467;9463
4852;4467;4430;4145;4081;4038;2282
23951;22130;22038;19926;19768;19768;14594
15457;15143;15127;14261;14186;14186;14122
14722;14347;14324;13344;13284;13284;13206
2757;2649;2603;2603;2572;2572;2482
2241;2198;2188;1997;1978;1978;867
1078;944;921;760;746;746;629
13995;13643;13525;12758;12648;12648;8484
9156;8047;8033;5196;5176;5176;1416
2535;2443;2425;2425;2394;2394;2302
1790;1728;1701;1597;1574;1574;1323
4871;3818;3791;3682;3665;3665;1044
6224;4742;4722;4479;4451;4451;1740
691;668;658;658;639;639;568
4969;4822;4786;4170;4118;4118;2013
2651;2599;2589;2326;2292;2292;1145
15251;14939;14926;14740;14686;14686;14508
16275;15796;15782;15235;15190;15190;15108
15834;15508;15488;14360;14299;14299;14214
8807;8619;8606;8446;8406;8406;8324
16515;16033;16019;15472;15427;15427;15347
11875;11654;11622;11215;11174;11174;11071
8307;6622;6592;5236;5204;5204;2441
4967;4593;4557;3904;3838;3838;2316
11248;10290;10266;10217;10149;10149;6888
11181;10225;10201;10152;10086;10086;6829
2545;2430;2413;2267;2235;2235;1017
4921;4565;4529;3923;3867;3867;2080
1329;891;881;697;686;686;617
3305;3194;3162;3162;3109;3109;1434
7818;6186;6163;6093;6033;6033;4747
1261;1172;1142;1055;1025;1025;956
1823;1526;1500;1466;1453;1453;1384
1413;937;927;743;731;731;662
6494;6251;6202;5272;5216;5216;2233
913;873;853;751;734;734;647
7829;7410;7394;7360;7320;7320;7234
9397;8951;8935;8901;8858;8858;8751
9400;9201;9178;9064;9022;9022;8920
6656;6522;6502;6340;6301;6301;6177
14181;12569;12540;12224;12005;12005;5905
1230;1117;1087;951;936;936;499
1665;1602;1575;1385;1355;1355;1286
7806;6185;6162;6092;6032;6032;4746
5719;4983;4941;4079;4017;4017;2228
2404;2234;2198;1807;1767;1767;1215
1150;1039;1009;874;860;860;488
10970;10758;10740;10532;10485;10485;10403
5767;5648;5634;5568;5531;5531;5439
14907;14539;14529;14360;14316;14316;14240
6423;6301;6288;6230;6192;6192;6098
8805;8617;8604;8444;8405;8405;8327
14167;12555;12526;12210;11993;11993;5894
14601;14148;14134;14068;14006;14006;13924
10329;8853;8837;8647;8534;8534;2981
15323;15017;15002;14560;14506;14506;14398
23020;18355;18287;15113;14980;14980;7701
19853;19479;19460;18893;18818;18818;18671
1405;1347;1323;1205;1186;1186;1117
6023;5372;5348;4643;4604;4604;1895
6023;5372;5348;4643;4604;4604;1895
3682;3551;3486;3306;3264;3264;1736
4875;3826;3799;3690;3669;3669;1048
1741;1631;1609;1551;1528;1528;1459
2755;2481;2454;2344;2328;2328;838
1306;1213;1183;1075;1044;1044;975
10412;8931;8905;8715;8605;8605;3048
4827;4670;4634;3060;3011;3011;1666
10181;9973;9951;9893;9841;9841;9739
5998;5874;5860;5793;5754;5754;5680
6580;6459;6449;6449;6408;6408;6352
5993;5884;5874;5874;5835;5835;5779
9373;9194;9177;9042;8986;8986;8896
4670;4567;4547;4256;4236;4236;1101
3228;3100;3080;2773;2743;2743;1981
6583;5911;5868;5114;5093;5093;1909
7192;7037;7018;6976;6936;6936;6856
13434;13108;13098;12850;12810;12810;12730
11798;11325;11233;11100;10758;10758;8829
12147;11891;11875;11476;11434;11434;11331
9551;9362;9349;9231;9194;9194;9116
4263;3896;3860;3177;3129;3129;1828
1726;1689;1656;1428;1396;1396;690
11943;9541;9505;6961;6896;6896;3627
27654;26863;26621;26621;26191;26191;26049
1628;1565;1538;1389;1357;1357;1288
4334;4205;4187;3407;3388;3388;1027
12085;11551;11493;11493;10837;10837;10730
817;755;735;656;643;643;574
2206;2110;2090;2009;1990;1990;861
2807;2681;2645;2434;2377;2377;1491
6982;6194;6170;5978;5901;5901;2011
14692;14102;14075;13681;13584;13584;2088
14549;14097;14083;14017;13954;13954;13872
7146;7004;6991;6886;6847;6847;6769
7162;7020;7007;6902;6863;6863;6785
9981;9785;9768;9587;9538;9538;9460
23983;20394;20384;10073;10009;10009;2451
21517;20760;20750;11332;11146;11146;3656
16811;16459;16434;15034;14968;14968;14904
17740;17353;17323;16560;16478;16478;16396
17042;16681;16651;15517;15444;15444;15311
19991;19605;19581;18891;18823;18823;18687
6911;6582;6546;3858;3809;3809;2039
2215;2040;1993;1914;1804;1804;1700
12085;11551;11493;11493;10837;10837;10730
6538;5468;5443;5280;5218;5218;2830
10410;8930;8914;8687;8575;8575;3010
3648;3225;3196;2383;2368;2368;853
1513;1380;1360;1268;1181;1181;1086
1609;1546;1519;1379;1347;1347;1278
14640;14262;14141;14141;14017;14017;9042
6490;5826;5793;5039;5019;5019;1835
712;655;635;635;622;622;553
11498;9424;9383;8153;8099;8099;3169
12725;11427;11379;9728;9604;9604;6081
1784;1745;1725;1641;1615;1615;1092
9140;8951;8934;8789;8740;8740;8662
14870;14567;14547;12851;12794;12794;12704
15748;15392;15372;15153;15077;15077;14967
37205;34193;34113;32819;32551;32551;24486
3931;3707;3663;3663;3279;3279;3184
3360;3247;3205;2982;2931;2931;1901
4340;3975;3939;3193;3150;3150;1593
753;730;710;710;695;695;607
3111;2884;2843;2531;2466;2466;2338
2845;2772;2749;2159;2142;2142;806
2321;2298;2266;1544;1527;1527;923
3105;2878;2837;2525;2460;2460;2333
3228;3100;3080;2773;2743;2743;1981
6591;6447;6423;6423;6333;6333;6235
5756;5638;5628;5559;5520;5520;5426
6628;6507;6494;6455;6426;6426;6360
28916;22187;22177;17622;17419;17419;8496
5775;5658;5644;5570;5534;5534;5440
9678;9475;9465;9284;9240;9240;9166
8451;8243;8229;8050;7947;7947;7877
3143;3009;2989;2746;2712;2712;1630
10182;8710;8694;8467;8363;8363;2847
14993;14676;14666;13405;13345;13345;13265
14993;14676;14666;13405;13345;13345;13265
915;878;855;804;789;789;633
1725;1688;1656;1428;1396;1396;690
8561;6256;6247;4645;4614;4614;1203
13373;12869;12794;12659;12345;12345;12260
3141;2995;2966;2762;2715;2715;1511
3145;2999;2970;2766;2719;2719;1515
12084;11550;11493;11493;10837;10837;10730
9104;8235;8200;7229;7150;7150;1417
6174;4667;4648;4454;4429;4429;1722
15036;14734;14715;14682;14603;14603;14485
5554;5444;5435;5345;5306;5306;5228
12940;12669;12660;12262;12224;12224;12134
7254;7125;7098;7060;7024;7024;6932
8150;7928;7919;7919;7875;7875;7801
10070;9643;9583;7258;7189;7189;2439
18794;18391;18375;17286;17206;17206;17142
18451;17697;17591;17557;16877;16877;14341
2019;1917;1898;1755;1737;1737;997
2268;2198;2176;2039;2013;2013;1392
6527;5852;5827;5039;5020;5020;1816
6370;6249;6240;6126;6091;6091;5999
8231;8055;8040;8013;7893;7893;7805
9342;9131;9119;9005;8956;8956;8862
8362;8200;8188;8123;8083;8083;8005
4372;4283;4274;4225;4182;4182;4104
2520;2380;2332;1666;1649;1649;905
808;784;766;766;747;747;621
2421;2283;2245;1579;1563;1563;819
14668;13721;13689;13405;13046;13046;10345
5061;4622;4596;4383;4362;4362;1446
9239;8222;8177;7702;7647;7647;1975
2422;2283;2246;1580;1564;1564;820
2422;2283;2246;1580;1564;1564;820
2043;1990;1967;1923;1913;1913;1844
1705;1681;1663;1432;1403;1403;1058
2326;2236;2202;1875;1835;1835;1218
14321;13960;13843;13843;13713;13713;8805
2420;2293;2264;2053;2038;2038;1241
2424;2297;2268;2057;2039;2039;1242
1049;1006;987;901;886;886;817
1041;998;979;893;878;878;809
1398;1340;1317;1194;1176;1176;1107
2305;2249;2237;2237;2210;2210;2141
1842;1753;1724;1610;1592;1592;852
15333;14710;14428;14428;13875;13875;13806
19914;19102;18797;18797;18115;18115;18046
1842;1753;1724;1610;1592;1592;852
3842;3122;3113;2845;2829;2829;915
18494;17852;17712;17712;17065;17065;16958
1706;1517;1505;1101;1089;1089;845
57777;56203;56154;37095;36984;36984;17503
2812;2680;2628;2581;2278;2278;2171
1419;1363;1336;1283;1261;1261;863
2372;2324;2309;2172;2148;2148;1180
4331;3962;3928;3173;3130;3130;1573
2022;1923;1904;1761;1744;1744;1004
1485;1412;1389;1312;1290;1290;1183
2008;1961;1938;1758;1743;1743;742
17262;15065;15032;13119;12927;12927;5073
3233;3041;3019;2860;2825;2825;1513
3274;3081;3059;2900;2865;2865;1553
2095;1981;1968;1852;1827;1827;1758
2414;2281;2244;1578;1562;1562;818
1637;1574;1548;1389;1354;1354;1285
954;926;917;721;706;706;335
4272;3816;3797;2943;2926;2926;441
1654;1544;1525;1472;1456;1456;891
15050;14348;14304;13321;13244;13244;11009
4936;4034;4025;3696;3684;3684;1319
3553;3339;3305;2177;2137;2137;1259
1004;946;924;873;860;860;641
3334;3222;3170;3044;2888;2888;2819
1658;1579;1553;1476;1455;1455;1386
1113;1080;1056;1056;1033;1033;903
2791;2735;2699;2624;2518;2518;2449
2281;2217;2200;2089;2067;2067;1268
3229;3037;3015;2856;2821;2821;1509
1879;1777;1714;1541;1483;1483;1364
2650;2594;2568;2493;2457;2457;2376
4377;4233;4224;3634;3613;3613;1800
1612;1549;1523;1375;1343;1343;1274
1893;1833;1811;1453;1429;1429;785
1654;1544;1525;1472;1456;1456;891
1627;1569;1536;1488;1356;1356;1287
5998;5527;5508;5077;5042;5042;1459
4935;4033;4024;3696;3684;3684;1319
2563;2470;2451;2415;2350;2350;2281
1058;1015;996;910;895;895;826
3319;3126;3094;2935;2899;2899;1587
1334;1252;1227;1040;1024;1024;485
3226;3034;3012;2853;2818;2818;1506
1001;949;927;878;865;865;650
1589;1530;1511;1463;1332;1332;1263
8402;6978;6953;6535;6515;6515;1981
3035;2907;2885;2885;2858;2858;2789
3718;3517;3495;3059;3047;3047;991
1665;1605;1576;1528;1396;1396;1327
1653;1595;1562;1514;1382;1382;1313
1021;985;972;907;886;886;674
4929;4564;4530;3822;3764;3764;2323
10915;9424;9400;9186;9154;9154;2828
2992;2925;2903;2903;2870;2870;2801
2431;2387;2368;2112;2089;2089;964
3893;3717;3688;3425;3381;3381;2381
2784;2716;2707;2623;2585;2585;2514
12546;9144;9102;8767;8714;8714;5084
954;926;917;721;706;706;335
2503;2352;2333;2100;2085;2085;1123
1415;1357;1334;1211;1193;1193;1124
1047;996;964;913;896;896;733
3222;3145;3118;2918;2897;2897;989
1301;1198;1167;1016;1004;1004;520
1174;1086;1054;899;888;888;483
2156;2109;2090;2001;1973;1973;1363
1334;1252;1227;1040;1024;1024;485
2574;2243;2224;2129;2115;2115;806
955;927;917;721;706;706;335
5355;5274;5225;5225;5173;5173;5104
1561;1504;1480;1432;1301;1301;1232
1135;1081;1055;1005;985;985;916
3293;3185;3154;2749;2724;2724;880
2282;2218;2200;2089;2067;2067;1268
2338;2273;2255;2144;2118;2118;1281
5062;4623;4596;4383;4362;4362;1446
6735;6627;6608;6462;6415;6415;3774
5353;5099;5013;5013;4322;4322;4192
2407;2279;2259;2119;2100;2100;1111
2492;2363;2333;2193;2173;2173;1184
2090;2044;2024;1935;1910;1910;1332
19836;18575;18530;13285;13194;13194;7774
1682;1618;1591;1388;1356;1356;1287
252;242;232;232;223;223;154
1528;1457;1437;1377;1355;1355;1266
15381;14979;14862;14862;14740;14740;9309
3327;2785;2775;2546;2520;2520;1205
1545;1474;1455;1395;1374;1374;1282
252;242;232;232;223;223;154
2472;2359;2339;2184;2155;2155;1149
5790;5665;5652;5582;5546;5546;5452
9893;9698;9682;9534;9483;9483;9405
17167;16870;16857;15870;15819;15819;15743
13370;13102;13084;12526;12445;12445;12365
9632;9416;9407;9180;9134;9134;9048
178875;176513;176481;176459;176348;176348;176268
8288;8126;8113;8015;7976;7976;7900
23981;20392;20382;10072;10008;10008;2990
12679;12409;12390;12248;12195;12195;12103
6008;5873;5864;5785;5748;5748;5640
15333;15023;15010;14881;14827;14827;14607
15138;14792;14758;14628;14483;14483;14399
6338;6225;6216;6216;6176;6176;6096
41471;39678;39193;39193;38094;38094;30770
7122;6974;6961;6838;6799;6799;6715
9654;9463;9450;9324;9276;9276;9198
11903;11659;11641;11044;10988;10988;10908
9412;9169;9131;9084;8760;8760;8678
9494;9250;9212;9165;8842;8842;8760
10939;10727;10704;10405;10230;10230;10122
8499;8350;8340;8101;8057;8057;7977
24432;23910;23815;22008;21597;21597;21517
7779;7603;7582;7483;7449;7449;7371
8570;8348;8335;8200;8152;8152;8074
8789;8609;8596;8596;8549;8549;8471
16046;15683;15641;14959;14892;14892;14814
10659;10433;10424;10260;10204;10204;10134
9621;9410;9397;9215;9172;9172;9080
10087;9872;9849;9758;9709;9709;9619
8146;7966;7944;7788;7754;7754;7676
8811;8634;8620;8513;8458;8458;8342
8937;8698;8667;8522;8431;8431;8349
16186;15823;15796;14863;14792;14792;14712
13780;13365;13342;13308;13260;13260;13182
6611;6490;6477;6432;6395;6395;6303
5891;5754;5744;5679;5641;5641;5533
9868;9670;9654;9454;9408;9408;9330
5852;5715;5702;5632;5596;5596;5488
1044;985;950;950;930;930;839
1574;1515;1495;1447;1314;1314;1245
1610;1525;1505;1452;1436;1436;871
2786;2711;2697;2551;2532;2532;2068
12085;11551;11493;11493;10837;10837;10730
2373;2293;2270;1959;1942;1942;1006
4013;3846;3820;3557;3511;3511;2395
3331;3176;3140;2410;2368;2368;1218
1050;992;957;957;936;936;847
2476;2363;2343;2188;2159;2159;1153
6834;5289;5276;5276;5220;5220;3683
4329;4219;4187;3274;3258;3258;1235
2419;2280;2241;1575;1559;1559;815
1740;1629;1599;1546;1529;1529;964
1655;1545;1525;1472;1456;1456;891
2429;2289;2250;1584;1566;1566;822
7779;7518;7495;7316;7267;7267;2866
1059;1016;996;910;895;895;826
23060;22679;22666;22666;22636;22636;22567
5618;5314;5275;4409;4351;4351;2481
23196;22812;22799;22799;22761;22761;22637
1647;1589;1559;1511;1377;1377;1308
5392;3060;3042;2955;2934;2934;1416
5392;3060;3042;2955;2934;2934;1416
4270;4173;4163;4163;4118;4118;3954
2067;2019;1999;1910;1883;1883;1305
2126;2080;2060;1971;1937;1937;1321
2487;2415;2405;2363;2336;2336;2265
3756;3650;3618;3181;3165;3165;1192
2408;2280;2260;2120;2101;2101;1112
1690;1626;1599;1387;1354;1354;1285
1380;1296;1267;1267;1215;1215;1127
2846;2773;2750;2160;2144;2144;808
2492;2363;2333;2193;2173;2173;1184
1115;1057;1037;764;754;754;342
2405;2229;2209;2013;1900;1900;1036
901;883;863;768;743;743;598
2599;2520;2496;2265;2249;2249;1394
1870;1775;1761;1761;1743;1743;1674
2013;1914;1900;1900;1876;1876;1771
1082;1034;1008;944;922;922;853
1743;1632;1602;1549;1532;1532;967
5872;5673;5630;4974;4946;4946;1718
394;376;354;331;319;319;250
3228;3100;3080;2773;2743;2743;1981
5880;5681;5638;4982;4953;4953;1725
1147;1092;1060;1060;1050;1050;981
1147;1092;1060;1060;1050;1050;981
1382;1331;1303;1157;1127;1127;528
6533;5869;5840;5052;5032;5032;1828
2027;1807;1771;1661;1644;1644;1046
1658;1548;1528;1475;1459;1459;894
7491;5680;5647;5206;5186;5186;2082
1041;976;963;902;888;888;818
3492;3172;3125;2517;2467;2467;2384
7487;6812;6796;6796;6783;6783;6713
14895;14188;14109;13059;12986;12986;10775
6808;4578;4558;4395;4362;4362;1738
10375;8897;8881;8654;8544;8544;2980
57769;56195;56144;37085;36974;36974;17492
3340;3206;3157;2981;2826;2826;2757
1570;1513;1493;1421;1289;1289;1220
1577;1514;1494;1424;1402;1402;1291
1479;1409;1385;1220;1201;1201;1132
11290;8903;8867;6461;6395;6395;3278
1480;1410;1386;1221;1202;1202;1133
2892;2819;2796;2206;2191;2191;855
18495;17853;17712;17712;17065;17065;16958
11219;9182;9141;7928;7875;7875;3191
18667;18011;17855;17855;17152;17152;17045
2745;2670;2656;2510;2491;2491;2027
1617;1561;1534;1438;1415;1415;960
9218;9012;8999;8817;8773;8773;8681
8189;8008;7986;7890;7854;7854;7776
6609;6455;6423;6388;6325;6325;6221
6468;6328;6296;6190;6130;6130;6026
5978;5850;5824;5718;5670;5670;5594
7445;7282;7269;7146;7099;7099;7007
12015;11769;11750;11125;11069;11069;10989
8207;8026;8004;7852;7818;7818;7740
9213;9031;9007;8900;8844;8844;8736
8721;8522;8503;8503;8442;8442;8360
6831;6703;6693;6619;6583;6583;6501
24913;21772;21745;17301;17114;17114;4501
9185;8936;8923;8499;8468;8468;8390
8022;7853;7834;7798;7761;7761;7681
8947;8766;8744;8350;8312;8312;8211
16986;16558;16548;15522;15457;15457;15377
6932;6790;6780;6727;6669;6669;6589
7882;7705;7683;7548;7516;7516;7438
24035;23535;23458;23458;23368;23368;23290
1403;1272;1262;1184;1100;1100;1031
1399;1268;1258;1180;1096;1096;1027
8514;7479;7426;7249;7224;7224;1897
2453;2333;2302;2208;2193;2193;882
1743;1632;1602;1549;1532;1532;967
4741;4533;4513;3123;3097;3097;1182
2743;2669;2655;2509;2490;2490;2026
1535;1464;1444;1373;1351;1351;1264
3340;3206;3157;2981;2826;2826;2757
2398;2257;2218;1583;1565;1565;819
14682;14262;14137;14137;14003;14003;8929
1743;1632;1602;1549;1532;1532;967
1523;1461;1438;1344;1327;1327;796
18624;17967;17808;17808;17109;17109;17040
723;698;678;651;635;635;546
2781;2706;2692;2546;2527;2527;2063
5490;4980;4941;4799;4772;4772;2197
10268;9169;9099;8180;8093;8093;4618
10134;9743;9712;8350;7951;7951;6706
1229;1162;1138;1040;1031;1031;1031
3839;3586;3570;3206;3164;3164;3099
7839;5832;5819;4998;4968;4968;1509
1474;1409;1396;1259;1248;1248;1248
2536;2453;2453;1773;1574;1574;1451
1735;1694;1681;1651;1634;1634;1634
684;649;636;570;559;559;242
11864;9542;9529;9155;9130;9130;1996
3530;3387;3387;2408;2397;2397;914
2775;2473;2457;2340;2194;2194;2194
2775;2473;2457;2340;2194;2194;2194
3530;3387;3387;2408;2397;2397;914
1160;1089;1067;902;896;896;896
5986;5818;5776;5746;5695;5695;5695
1113;1057;1039;892;885;885;885
1009;950;933;780;764;764;764
3797;3689;3675;3499;3477;3477;1043
9828;8058;8049;5785;5747;5747;2978
5224;5018;5018;4178;3983;3983;3156
2552;2474;2474;2158;2143;2143;1300
1729;1676;1660;1542;1455;1455;1295
4137;4011;4011;3254;3232;3232;1404
5811;5453;5430;3366;3338;3338;1230
6050;5878;5836;5806;5755;5755;5755
1895;1853;1843;1724;1708;1708;1199
6105;5933;5891;5861;5808;5808;5808
2880;2767;2767;2138;2125;2125;1374
1078;1027;1009;862;856;856;856
1113;1083;1069;978;962;962;899
1141;1069;1047;921;910;910;910
11692;10352;10331;10165;10084;10084;1968
4642;4500;4490;4359;4274;4274;4031
19173;18288;18136;18064;17828;17828;2102
10728;9938;9928;9363;9277;9277;3166
372;323;323;264;261;261;261
1814;1738;1738;1504;1274;1274;1270
1557;1508;1508;1092;996;996;408
7118;6156;6146;5976;5960;5960;1469
19173;18288;18136;18064;17828;17828;2102
4496;4339;4339;3339;3320;3320;1521
1017;961;929;786;776;776;711
1141;1085;1067;920;912;912;912
738;712;702;650;643;643;602
1364;1323;1304;1232;1219;1219;742
738;712;702;650;643;643;602
737;711;701;649;642;642;602
738;712;702;650;643;643;602
738;712;702;650;643;643;602
4776;4617;4592;4112;4027;4027;3589
6091;5667;5639;4575;4536;4536;1776
2479;2410;2374;2149;2082;2082;1731
2792;2721;2707;2561;2536;2536;2034
2249;2179;2133;1959;1940;1940;1339
15678;15333;15095;15095;14787;14787;14718
1029;981;951;896;870;870;801
2441;2306;2267;1581;1565;1565;820
8514;7479;7426;7249;7224;7224;1897
1545;1462;1442;1301;1290;1290;634
8185;7912;7857;7632;7606;7606;5247
2740;2670;2656;2510;2489;2489;2025
3295;2797;2725;2595;2576;2576;1183
991;946;931;872;839;839;699
5895;4943;4913;4806;4772;4772;2270
1545;1462;1442;1301;1290;1290;634
3689;3462;3428;3428;3045;3045;2976
1147;1089;1047;934;917;917;826
3049;2554;2504;2293;2277;2277;1022
1088;1030;1002;920;896;896;827
2455;2315;2276;1590;1574;1574;829
1510;1440;1416;1251;1231;1231;1162
1403;1272;1262;1184;1100;1100;1031
3059;2564;2504;2293;2277;2277;1022
1572;1509;1489;1421;1290;1290;1221
1594;1535;1515;1447;1315;1315;1246
3186;3111;3088;2888;2868;2868;960
2497;2350;2311;1586;1571;1571;806
4271;3752;3709;3573;3545;3545;1710
1859;1812;1802;1577;1557;1557;1232
8185;7912;7857;7632;7606;7606;5247
2107;2061;2041;1952;1924;1924;1346
4904;4183;4163;4098;4073;4073;1290
1798;1759;1736;1626;1595;1595;1526
4301;3871;3825;3120;3079;3079;1942
3073;2577;2545;2334;2314;2314;1021
3228;3100;3080;2773;2743;2743;1981
933;877;854;803;788;788;623
6629;5968;5935;5096;5077;5077;1859
3868;3680;3644;3644;3230;3230;3123
